longitude,latitude,bio_year,lyde_present,lyde_established,lyde_density
-111.41176470588235,34.41441441441441,2020,FALSE,FALSE,Unpopulated
-111.41176470588235,34.41441441441441,2021,FALSE,FALSE,Unpopulated
-111.41176470588235,34.5045045045045,2020,FALSE,FALSE,Unpopulated
-111.29411764705883,34.23423423423423,2020,FALSE,FALSE,Unpopulated
-111.29411764705883,34.23423423423423,2021,FALSE,FALSE,Unpopulated
-111.29411764705883,40.54054054054054,2020,TRUE,FALSE,Unpopulated
-111.17647058823529,33.24324324324324,2020,FALSE,FALSE,Unpopulated
-111.05882352941177,33.24324324324324,2020,FALSE,FALSE,Unpopulated
-111.05882352941177,33.33333333333333,2020,FALSE,FALSE,Unpopulated
-110.94117647058823,31.35135135135135,2019,FALSE,FALSE,Unpopulated
-110.94117647058823,31.35135135135135,2021,FALSE,FALSE,Unpopulated
-110.94117647058823,31.44144144144144,2021,FALSE,FALSE,Unpopulated
-110.94117647058823,33.33333333333333,2020,FALSE,FALSE,Unpopulated
-110.94117647058823,33.33333333333333,2021,FALSE,FALSE,Unpopulated
-110.94117647058823,33.78378378378378,2021,FALSE,FALSE,Unpopulated
-110.82352941176471,31.53153153153153,2021,FALSE,FALSE,Unpopulated
-110.82352941176471,33.42342342342342,2019,FALSE,FALSE,Unpopulated
-110.82352941176471,33.42342342342342,2020,FALSE,FALSE,Unpopulated
-110.82352941176471,33.42342342342342,2021,FALSE,FALSE,Unpopulated
-110.70588235294117,31.53153153153153,2021,FALSE,FALSE,Unpopulated
-110.35294117647058,31.53153153153153,2021,FALSE,FALSE,Unpopulated
-110.35294117647058,31.98198198198198,2020,FALSE,FALSE,Unpopulated
-110.23529411764706,31.53153153153153,2020,FALSE,FALSE,Unpopulated
-110.23529411764706,31.53153153153153,2021,FALSE,FALSE,Unpopulated
-110.23529411764706,31.89189189189189,2020,FALSE,FALSE,Unpopulated
-110,31.44144144144144,2020,FALSE,FALSE,Unpopulated
-110,31.71171171171171,2020,FALSE,FALSE,Unpopulated
-109.88235294117646,31.44144144144144,2020,FALSE,FALSE,Unpopulated
-109.88235294117646,32.25225225225225,2021,FALSE,FALSE,Unpopulated
-109.88235294117646,32.88288288288288,2021,FALSE,FALSE,Unpopulated
-109.76470588235294,32.79279279279279,2021,FALSE,FALSE,Unpopulated
-109.05882352941177,32.7027027027027,2019,FALSE,FALSE,Unpopulated
-109.05882352941177,32.7027027027027,2020,FALSE,FALSE,Unpopulated
-108.94117647058823,33.15315315315315,2021,FALSE,FALSE,Unpopulated
-108.70588235294117,32.34234234234234,2021,FALSE,FALSE,Unpopulated
-108.58823529411765,32.25225225225225,2021,FALSE,FALSE,Unpopulated
-108.58823529411765,32.88288288288288,2021,FALSE,FALSE,Unpopulated
-108.47058823529412,32.88288288288288,2021,FALSE,FALSE,Unpopulated
-108.35294117647058,32.7027027027027,2021,FALSE,FALSE,Unpopulated
-107.29411764705883,32.79279279279279,2021,FALSE,FALSE,Unpopulated
-107.29411764705883,32.88288288288288,2021,FALSE,FALSE,Unpopulated
-107.29411764705883,32.97297297297297,2021,FALSE,FALSE,Unpopulated
-107.29411764705883,33.15315315315315,2021,FALSE,FALSE,Unpopulated
-107.17647058823529,32.7027027027027,2021,FALSE,FALSE,Unpopulated
-107.05882352941177,32.61261261261261,2021,FALSE,FALSE,Unpopulated
-107.05882352941177,33.15315315315315,2020,FALSE,FALSE,Unpopulated
-107.05882352941177,33.24324324324324,2020,FALSE,FALSE,Unpopulated
-106.82352941176471,32.25225225225225,2020,FALSE,FALSE,Unpopulated
-106.82352941176471,32.25225225225225,2021,FALSE,FALSE,Unpopulated
-106.82352941176471,32.34234234234234,2020,FALSE,FALSE,Unpopulated
-106.82352941176471,32.43243243243243,2021,FALSE,FALSE,Unpopulated
-106.82352941176471,34.5045045045045,2021,FALSE,FALSE,Unpopulated
-106.70588235294117,31.98198198198198,2021,FALSE,FALSE,Unpopulated
-106.70588235294117,32.16216216216216,2021,FALSE,FALSE,Unpopulated
-106.70588235294117,32.25225225225225,2020,FALSE,FALSE,Unpopulated
-106.70588235294117,32.25225225225225,2021,FALSE,FALSE,Unpopulated
-106.70588235294117,32.34234234234234,2021,FALSE,FALSE,Unpopulated
-106.58823529411765,31.89189189189189,2021,FALSE,FALSE,Unpopulated
-106.58823529411765,32.43243243243243,2020,FALSE,FALSE,Unpopulated
-106.58823529411765,32.43243243243243,2021,FALSE,FALSE,Unpopulated
-106,32.97297297297297,2020,FALSE,FALSE,Unpopulated
-101.17647058823529,39.369369369369366,2021,FALSE,FALSE,Unpopulated
-101.05882352941177,39.369369369369366,2021,FALSE,FALSE,Unpopulated
-95.17647058823529,38.73873873873874,2021,FALSE,FALSE,Unpopulated
-93.29411764705883,38.73873873873874,2019,FALSE,FALSE,Unpopulated
-93.17647058823529,38.73873873873874,2019,FALSE,FALSE,Unpopulated
-92.82352941176471,38.648648648648646,2019,FALSE,FALSE,Unpopulated
-92.58823529411765,38.648648648648646,2019,FALSE,FALSE,Unpopulated
-92.35294117647058,38.91891891891892,2019,FALSE,FALSE,Unpopulated
-92.23529411764706,38.55855855855856,2019,FALSE,FALSE,Unpopulated
-92.11764705882352,39.189189189189186,2019,FALSE,FALSE,Unpopulated
-92,38.828828828828826,2019,FALSE,FALSE,Unpopulated
-91.88235294117646,39.189189189189186,2019,FALSE,FALSE,Unpopulated
-91.76470588235294,37.927927927927925,2019,FALSE,FALSE,Unpopulated
-91.76470588235294,37.927927927927925,2020,FALSE,FALSE,Unpopulated
-91.41176470588235,38.01801801801802,2019,FALSE,FALSE,Unpopulated
-90.82352941176471,38.55855855855856,2020,FALSE,FALSE,Unpopulated
-90.82352941176471,38.648648648648646,2020,FALSE,FALSE,Unpopulated
-90.58823529411765,38.55855855855856,2020,FALSE,FALSE,Unpopulated
-90.58823529411765,38.648648648648646,2020,FALSE,FALSE,Unpopulated
-90.58823529411765,38.73873873873874,2020,FALSE,FALSE,Unpopulated
-90.47058823529412,38.73873873873874,2020,FALSE,FALSE,Unpopulated
-90.35294117647058,38.73873873873874,2020,FALSE,FALSE,Unpopulated
-90.23529411764706,38.648648648648646,2020,FALSE,FALSE,Unpopulated
-90.23529411764706,38.73873873873874,2020,FALSE,FALSE,Unpopulated
-87.6470588235294,37.83783783783784,2021,FALSE,FALSE,Unpopulated
-87.52941176470588,38.1981981981982,2020,FALSE,FALSE,Unpopulated
-87.52941176470588,38.648648648648646,2020,FALSE,FALSE,Unpopulated
-87.52941176470588,38.73873873873874,2020,FALSE,FALSE,Unpopulated
-87.52941176470588,39.45945945945946,2019,FALSE,FALSE,Unpopulated
-87.52941176470588,39.45945945945946,2020,FALSE,FALSE,Unpopulated
-87.41176470588235,37.927927927927925,2019,FALSE,FALSE,Unpopulated
-87.41176470588235,39.45945945945946,2016,FALSE,FALSE,Unpopulated
-87.41176470588235,39.45945945945946,2019,FALSE,FALSE,Unpopulated
-87.41176470588235,39.45945945945946,2020,FALSE,FALSE,Unpopulated
-87.29411764705883,39.45945945945946,2020,FALSE,FALSE,Unpopulated
-87.29411764705883,41.17117117117117,2019,FALSE,FALSE,Unpopulated
-87.29411764705883,41.17117117117117,2020,FALSE,FALSE,Unpopulated
-87.29411764705883,41.44144144144144,2018,FALSE,FALSE,Unpopulated
-87.29411764705883,41.53153153153153,2018,FALSE,FALSE,Unpopulated
-87.29411764705883,41.62162162162162,2020,FALSE,FALSE,Unpopulated
-87.17647058823529,39.549549549549546,2018,FALSE,FALSE,Unpopulated
-87.17647058823529,41.17117117117117,2019,FALSE,FALSE,Unpopulated
-87.05882352941177,39.549549549549546,2018,FALSE,FALSE,Unpopulated
-86.94117647058823,38.1981981981982,2019,FALSE,FALSE,Unpopulated
-86.94117647058823,38.288288288288285,2018,FALSE,FALSE,Unpopulated
-86.94117647058823,40.36036036036036,2020,FALSE,FALSE,Unpopulated
-86.94117647058823,40.45045045045045,2019,FALSE,FALSE,Unpopulated
-86.94117647058823,40.45045045045045,2020,FALSE,FALSE,Unpopulated
-86.94117647058823,41.53153153153153,2019,FALSE,FALSE,Unpopulated
-86.94117647058823,41.53153153153153,2020,FALSE,FALSE,Unpopulated
-86.82352941176471,37.927927927927925,2019,FALSE,FALSE,Unpopulated
-86.82352941176471,38.01801801801802,2019,FALSE,FALSE,Unpopulated
-86.82352941176471,38.1981981981982,2020,FALSE,FALSE,Unpopulated
-86.82352941176471,40.36036036036036,2020,FALSE,FALSE,Unpopulated
-86.82352941176471,40.45045045045045,2019,FALSE,FALSE,Unpopulated
-86.82352941176471,40.72072072072072,2019,FALSE,FALSE,Unpopulated
-86.70588235294117,37.927927927927925,2019,FALSE,FALSE,Unpopulated
-86.70588235294117,38.1981981981982,2019,FALSE,FALSE,Unpopulated
-86.70588235294117,38.1981981981982,2020,FALSE,FALSE,Unpopulated
-86.70588235294117,40.72072072072072,2019,FALSE,FALSE,Unpopulated
-86.70588235294117,41.71171171171171,2019,FALSE,FALSE,Unpopulated
-86.58823529411765,38.108108108108105,2018,FALSE,FALSE,Unpopulated
-86.58823529411765,38.1981981981982,2018,FALSE,FALSE,Unpopulated
-86.58823529411765,39.27927927927928,2020,FALSE,FALSE,Unpopulated
-86.58823529411765,39.729729729729726,2018,FALSE,FALSE,Unpopulated
-86.58823529411765,41.08108108108108,2020,FALSE,FALSE,Unpopulated
-86.47058823529412,39.27927927927928,2019,FALSE,FALSE,Unpopulated
-86.47058823529412,39.27927927927928,2020,FALSE,FALSE,Unpopulated
-86.47058823529412,39.549549549549546,2019,FALSE,FALSE,Unpopulated
-86.47058823529412,39.729729729729726,2018,FALSE,FALSE,Unpopulated
-86.47058823529412,40.9009009009009,2020,FALSE,FALSE,Unpopulated
-86.47058823529412,41.35135135135135,2018,FALSE,FALSE,Unpopulated
-86.47058823529412,42.07207207207207,2021,FALSE,FALSE,Unpopulated
-86.47058823529412,42.16216216216216,2021,FALSE,FALSE,Unpopulated
-86.3529411764706,42.16216216216216,2021,FALSE,FALSE,Unpopulated
-86.3529411764706,42.34234234234234,2021,FALSE,FALSE,Unpopulated
-86.23529411764706,39.549549549549546,2018,FALSE,FALSE,Unpopulated
-86.23529411764706,39.549549549549546,2019,FALSE,FALSE,Unpopulated
-86.23529411764706,39.549549549549546,2020,FALSE,FALSE,Unpopulated
-86.23529411764706,39.63963963963964,2019,FALSE,FALSE,Unpopulated
-86.23529411764706,40.18018018018018,2019,FALSE,FALSE,Unpopulated
-86.23529411764706,40.18018018018018,2020,FALSE,FALSE,Unpopulated
-86.23529411764706,41.08108108108108,2018,FALSE,FALSE,Unpopulated
-86.23529411764706,41.35135135135135,2020,FALSE,FALSE,Unpopulated
-86.23529411764706,42.07207207207207,2021,FALSE,FALSE,Unpopulated
-86.23529411764706,42.16216216216216,2021,FALSE,FALSE,Unpopulated
-86.23529411764706,42.43243243243243,2021,FALSE,FALSE,Unpopulated
-86.11764705882352,38.55855855855856,2018,FALSE,FALSE,Unpopulated
-86.11764705882352,38.648648648648646,2018,FALSE,FALSE,Unpopulated
-86.11764705882352,39.549549549549546,2018,FALSE,FALSE,Unpopulated
-86.11764705882352,39.63963963963964,2020,FALSE,FALSE,Unpopulated
-86.11764705882352,39.729729729729726,2019,FALSE,FALSE,Unpopulated
-86.11764705882352,39.729729729729726,2020,FALSE,FALSE,Unpopulated
-86.11764705882352,41.08108108108108,2018,FALSE,FALSE,Unpopulated
-86.11764705882352,42.16216216216216,2021,FALSE,FALSE,Unpopulated
-86.11764705882352,42.25225225225225,2021,FALSE,FALSE,Unpopulated
-86.11764705882352,42.34234234234234,2021,FALSE,FALSE,Unpopulated
-86.11764705882352,42.43243243243243,2021,FALSE,FALSE,Unpopulated
-86,38.1981981981982,2019,FALSE,FALSE,Unpopulated
-86,39.27927927927928,2020,FALSE,FALSE,Unpopulated
-86,39.45945945945946,2019,FALSE,FALSE,Unpopulated
-86,39.45945945945946,2020,FALSE,FALSE,Unpopulated
-86,39.549549549549546,2020,FALSE,FALSE,Unpopulated
-86,41.44144144144144,2020,FALSE,FALSE,Unpopulated
-86,41.53153153153153,2020,FALSE,FALSE,Unpopulated
-86,41.62162162162162,2019,FALSE,FALSE,Unpopulated
-86,41.62162162162162,2020,FALSE,FALSE,Unpopulated
-86,42.16216216216216,2021,FALSE,FALSE,Unpopulated
-86,42.25225225225225,2021,FALSE,FALSE,Unpopulated
-86,42.34234234234234,2021,FALSE,FALSE,Unpopulated
-86,42.43243243243243,2021,FALSE,FALSE,Unpopulated
-85.88235294117646,37.387387387387385,2020,FALSE,FALSE,Unpopulated
-85.88235294117646,37.387387387387385,2021,FALSE,FALSE,Unpopulated
-85.88235294117646,37.747747747747745,2020,FALSE,FALSE,Unpopulated
-85.88235294117646,37.747747747747745,2021,FALSE,FALSE,Unpopulated
-85.88235294117646,38.37837837837838,2020,FALSE,FALSE,Unpopulated
-85.88235294117646,39.27927927927928,2020,FALSE,FALSE,Unpopulated
-85.88235294117646,40.09009009009009,2020,FALSE,FALSE,Unpopulated
-85.88235294117646,41.44144144144144,2019,FALSE,FALSE,Unpopulated
-85.88235294117646,42.25225225225225,2021,FALSE,FALSE,Unpopulated
-85.88235294117646,42.34234234234234,2021,FALSE,FALSE,Unpopulated
-85.76470588235294,38.1981981981982,2021,FALSE,FALSE,Unpopulated
-85.76470588235294,38.37837837837838,2019,FALSE,FALSE,Unpopulated
-85.76470588235294,38.37837837837838,2020,FALSE,FALSE,Unpopulated
-85.76470588235294,38.55855855855856,2019,FALSE,FALSE,Unpopulated
-85.76470588235294,38.55855855855856,2020,FALSE,FALSE,Unpopulated
-85.76470588235294,38.648648648648646,2020,FALSE,FALSE,Unpopulated
-85.76470588235294,40.09009009009009,2019,FALSE,FALSE,Unpopulated
-85.76470588235294,41.35135135135135,2019,FALSE,FALSE,Unpopulated
-85.76470588235294,41.44144144144144,2019,FALSE,FALSE,Unpopulated
-85.76470588235294,41.71171171171171,2019,FALSE,FALSE,Unpopulated
-85.6470588235294,39.009009009009006,2019,FALSE,FALSE,Unpopulated
-85.6470588235294,39.909909909909906,2019,FALSE,FALSE,Unpopulated
-85.6470588235294,41.44144144144144,2019,FALSE,FALSE,Unpopulated
-85.6470588235294,41.89189189189189,2021,FALSE,FALSE,Unpopulated
-85.6470588235294,41.98198198198198,2021,FALSE,FALSE,Unpopulated
-85.52941176470588,40.18018018018018,2020,FALSE,FALSE,Unpopulated
-85.52941176470588,41.8018018018018,2021,FALSE,FALSE,Unpopulated
-85.52941176470588,41.89189189189189,2021,FALSE,FALSE,Unpopulated
-85.41176470588235,39.549549549549546,2019,FALSE,FALSE,Unpopulated
-85.41176470588235,39.63963963963964,2019,FALSE,FALSE,Unpopulated
-85.41176470588235,39.909909909909906,2018,FALSE,FALSE,Unpopulated
-85.41176470588235,41.8018018018018,2021,FALSE,FALSE,Unpopulated
-85.41176470588235,41.89189189189189,2021,FALSE,FALSE,Unpopulated
-85.29411764705883,40.27027027027027,2020,FALSE,FALSE,Unpopulated
-85.29411764705883,40.99099099099099,2019,FALSE,FALSE,Unpopulated
-85.29411764705883,41.44144144144144,2018,FALSE,FALSE,Unpopulated
-85.29411764705883,41.98198198198198,2021,FALSE,FALSE,Unpopulated
-85.17647058823529,39.27927927927928,2019,FALSE,FALSE,Unpopulated
-85.17647058823529,39.63963963963964,2018,FALSE,FALSE,Unpopulated
-85.17647058823529,40.27027027027027,2020,FALSE,FALSE,Unpopulated
-85.17647058823529,40.72072072072072,2019,FALSE,FALSE,Unpopulated
-85.17647058823529,41.35135135135135,2019,FALSE,FALSE,Unpopulated
-85.17647058823529,41.35135135135135,2020,FALSE,FALSE,Unpopulated
-85.17647058823529,41.8018018018018,2021,FALSE,FALSE,Unpopulated
-85.17647058823529,41.89189189189189,2021,FALSE,FALSE,Unpopulated
-85.17647058823529,42.07207207207207,2021,FALSE,FALSE,Unpopulated
-85.05882352941177,39.189189189189186,2020,FALSE,FALSE,Unpopulated
-85.05882352941177,39.81981981981982,2019,FALSE,FALSE,Unpopulated
-85.05882352941177,41.08108108108108,2020,FALSE,FALSE,Unpopulated
-85.05882352941177,41.53153153153153,2020,FALSE,FALSE,Unpopulated
-85.05882352941177,41.62162162162162,2019,FALSE,FALSE,Unpopulated
-85.05882352941177,41.89189189189189,2021,FALSE,FALSE,Unpopulated
-85.05882352941177,41.98198198198198,2021,FALSE,FALSE,Unpopulated
-84.94117647058823,38.828828828828826,2021,TRUE,TRUE,Low
-84.94117647058823,39.27927927927928,2019,FALSE,FALSE,Unpopulated
-84.94117647058823,39.909909909909906,2020,FALSE,FALSE,Unpopulated
-84.94117647058823,40.18018018018018,2019,FALSE,FALSE,Unpopulated
-84.94117647058823,42.07207207207207,2021,FALSE,FALSE,Unpopulated
-84.82352941176471,41.44144144144144,2019,FALSE,FALSE,Unpopulated
-84.82352941176471,41.89189189189189,2021,FALSE,FALSE,Unpopulated
-84.70588235294117,41.17117117117117,2021,FALSE,FALSE,Unpopulated
-84.70588235294117,41.44144144144144,2020,FALSE,FALSE,Unpopulated
-84.70588235294117,42.25225225225225,2021,FALSE,FALSE,Unpopulated
-84.58823529411765,39.0990990990991,2020,FALSE,FALSE,Unpopulated
-84.58823529411765,39.189189189189186,2020,FALSE,FALSE,Unpopulated
-84.58823529411765,39.369369369369366,2020,FALSE,FALSE,Unpopulated
-84.58823529411765,40.81081081081081,2021,FALSE,FALSE,Unpopulated
-84.58823529411765,40.9009009009009,2020,FALSE,FALSE,Unpopulated
-84.58823529411765,41.17117117117117,2020,FALSE,FALSE,Unpopulated
-84.58823529411765,41.44144144144144,2020,FALSE,FALSE,Unpopulated
-84.58823529411765,42.16216216216216,2021,FALSE,FALSE,Unpopulated
-84.58823529411765,42.25225225225225,2021,FALSE,FALSE,Unpopulated
-84.47058823529412,39.0990990990991,2020,FALSE,FALSE,Unpopulated
-84.47058823529412,39.27927927927928,2020,FALSE,FALSE,Unpopulated
-84.47058823529412,42.25225225225225,2021,FALSE,FALSE,Unpopulated
-84.3529411764706,39.27927927927928,2020,FALSE,FALSE,Unpopulated
-84.3529411764706,40.54054054054054,2020,FALSE,FALSE,Unpopulated
-84.3529411764706,40.72072072072072,2020,FALSE,FALSE,Unpopulated
-84.3529411764706,40.9009009009009,2020,FALSE,FALSE,Unpopulated
-84.3529411764706,41.26126126126126,2020,FALSE,FALSE,Unpopulated
-84.3529411764706,41.26126126126126,2021,FALSE,FALSE,Unpopulated
-84.3529411764706,42.25225225225225,2021,FALSE,FALSE,Unpopulated
-84.23529411764706,41.89189189189189,2021,FALSE,FALSE,Unpopulated
-84.23529411764706,41.98198198198198,2021,FALSE,FALSE,Unpopulated
-84.23529411764706,42.07207207207207,2021,FALSE,FALSE,Unpopulated
-84.11764705882352,40.72072072072072,2020,FALSE,FALSE,Unpopulated
-84.11764705882352,41.26126126126126,2020,FALSE,FALSE,Unpopulated
-84.11764705882352,41.53153153153153,2020,FALSE,FALSE,Unpopulated
-84.11764705882352,41.89189189189189,2021,FALSE,FALSE,Unpopulated
-84.11764705882352,42.07207207207207,2021,FALSE,FALSE,Unpopulated
-84,41.44144144144144,2020,FALSE,FALSE,Unpopulated
-84,41.8018018018018,2021,FALSE,FALSE,Unpopulated
-84,41.89189189189189,2021,FALSE,FALSE,Unpopulated
-84,41.98198198198198,2021,FALSE,FALSE,Unpopulated
-84,42.07207207207207,2021,FALSE,FALSE,Unpopulated
-84,42.34234234234234,2021,FALSE,FALSE,Unpopulated
-83.88235294117646,35.04504504504504,2019,FALSE,FALSE,Unpopulated
-83.88235294117646,35.4954954954955,2019,FALSE,FALSE,Unpopulated
-83.88235294117646,41.44144144144144,2020,FALSE,FALSE,Unpopulated
-83.88235294117646,41.62162162162162,2020,FALSE,FALSE,Unpopulated
-83.88235294117646,41.8018018018018,2021,FALSE,FALSE,Unpopulated
-83.88235294117646,41.89189189189189,2021,FALSE,FALSE,Unpopulated
-83.88235294117646,42.34234234234234,2021,FALSE,FALSE,Unpopulated
-83.76470588235294,35.04504504504504,2019,FALSE,FALSE,Unpopulated
-83.76470588235294,35.4054054054054,2019,FALSE,FALSE,Unpopulated
-83.76470588235294,39.909909909909906,2021,FALSE,FALSE,Unpopulated
-83.76470588235294,41.62162162162162,2021,FALSE,FALSE,Unpopulated
-83.76470588235294,41.89189189189189,2021,FALSE,FALSE,Unpopulated
-83.76470588235294,42.25225225225225,2021,FALSE,FALSE,Unpopulated
-83.6470588235294,36.57657657657658,2018,FALSE,FALSE,Unpopulated
-83.6470588235294,36.57657657657658,2020,FALSE,FALSE,Unpopulated
-83.6470588235294,40.63063063063063,2020,FALSE,FALSE,Unpopulated
-83.6470588235294,40.81081081081081,2020,FALSE,FALSE,Unpopulated
-83.6470588235294,40.99099099099099,2020,FALSE,FALSE,Unpopulated
-83.6470588235294,41.08108108108108,2020,FALSE,FALSE,Unpopulated
-83.6470588235294,41.17117117117117,2020,FALSE,FALSE,Unpopulated
-83.6470588235294,41.17117117117117,2021,FALSE,FALSE,Unpopulated
-83.6470588235294,41.62162162162162,2021,FALSE,FALSE,Unpopulated
-83.6470588235294,42.25225225225225,2021,FALSE,FALSE,Unpopulated
-83.52941176470588,36.666666666666664,2018,FALSE,FALSE,Unpopulated
-83.52941176470588,39.909909909909906,2021,FALSE,FALSE,Unpopulated
-83.52941176470588,40.54054054054054,2020,FALSE,FALSE,Unpopulated
-83.52941176470588,41.44144144144144,2020,FALSE,FALSE,Unpopulated
-83.52941176470588,41.53153153153153,2020,FALSE,FALSE,Unpopulated
-83.52941176470588,41.62162162162162,2020,FALSE,FALSE,Unpopulated
-83.52941176470588,42.16216216216216,2021,FALSE,FALSE,Unpopulated
-83.52941176470588,42.25225225225225,2021,FALSE,FALSE,Unpopulated
-83.41176470588235,35.13513513513514,2019,FALSE,FALSE,Unpopulated
-83.41176470588235,35.22522522522522,2019,FALSE,FALSE,Unpopulated
-83.41176470588235,35.4054054054054,2019,FALSE,FALSE,Unpopulated
-83.41176470588235,35.4954954954955,2019,FALSE,FALSE,Unpopulated
-83.41176470588235,36.666666666666664,2020,FALSE,FALSE,Unpopulated
-83.41176470588235,41.17117117117117,2020,FALSE,FALSE,Unpopulated
-83.41176470588235,41.26126126126126,2020,FALSE,FALSE,Unpopulated
-83.41176470588235,41.71171171171171,2020,FALSE,FALSE,Unpopulated
-83.29411764705883,35.13513513513514,2019,FALSE,FALSE,Unpopulated
-83.29411764705883,35.22522522522522,2019,FALSE,FALSE,Unpopulated
-83.29411764705883,35.31531531531532,2019,FALSE,FALSE,Unpopulated
-83.29411764705883,35.4054054054054,2019,FALSE,FALSE,Unpopulated
-83.29411764705883,35.4954954954955,2019,FALSE,FALSE,Unpopulated
-83.29411764705883,40.18018018018018,2020,FALSE,FALSE,Unpopulated
-83.29411764705883,40.81081081081081,2020,FALSE,FALSE,Unpopulated
-83.29411764705883,41.35135135135135,2020,FALSE,FALSE,Unpopulated
-83.17647058823529,35.22522522522522,2019,FALSE,FALSE,Unpopulated
